isbn,title,subtitle,long_summary,short_summary,page_count,series_name,genres,publisher_name,published_at,authors,author_bios,quotes,awards,year_rank,global_rank,amazon_associates_link,amazon_associates_kindle_link,amazon_associates_audible_link
9780525658696,A Burning,,"Three lives intersect in modern India, each driven by different dreams of advancement. A young Muslim woman's social media misstep transforms her into the prime suspect in a devastating train bombing, threatening to destroy any hope of escaping poverty. Meanwhile, a physical education instructor sees opportunity in the country's shifting political landscape, aligning himself with rising nationalist forces that demand a scapegoat.

At the center of their fates stands an transgender aspiring actress whose testimony could prove innocence—but speaking truth means sacrificing her own carefully constructed future. As accusations fly and public outrage mounts, each character faces impossible choices between self-preservation and moral courage.

Majumdar crafts a sharp examination of how ambition and survival instincts collide with justice in a society where economic mobility remains elusive and political tensions run deep. The novel reveals how quickly individual lives can become pawns in larger cultural conflicts, and how the pursuit of betterment often comes at devastating personal costs.","Three unforgettable characters seek to rise in contemporary India—to the middle class, to political power, to fame in the movies—and find their lives entangled in the wake of catastrophe.",304,,Fiction / Literary,Knopf,02/06/2020,Megha Majumdar,"Megha Majumdar wrote the New York Times bestselling novel A Burning, which received nominations for the National Book Award, the National Book Critics Circle's John Leonard Prize, and the American Library Association's Andrew Carnegie Medal. Her work earned recognition from The Washington Post, The New York Times, NPR, The Atlantic, Vogue, and TIME Magazine as one of the year's finest books. Born in Kolkata, India, Majumdar earned degrees from Harvard and Johns Hopkins and received the 2022 Whiting Award. She currently resides in New York.","""Powerful... propulsive...This is a book to relish for its details, for the caress of the writer's gaze against the world... The interplay of choice and circumstance has always been the playing field of great fiction, and on this terrain, a powerful new writer stakes her claim.""

—Parul Sehgal, The New York Times

""Majumdar demonstrates an uncanny ability to capture the vast scope of a tumultuous society by attending to the hopes and fears of people living on the margins. The effect is transporting.""

—Ron Charles, The Washington Post

""Precise, human and powerful. You can feel these big intersecting currents of history, progress and technology pulling these three characters in, crushing one of them and propelling the others to great heights. It's a really tight read. I read it in one sitting.""

—The Guardian",,11,196,https://amzn.to/497OwEs,https://amzn.to/49gqZ2V,https://amzn.to/4spOf7m
9780316556347,Circe,,"Born into divine royalty yet lacking the imposing presence of her Titan lineage, Circe finds herself an outsider in the celestial hierarchy. Her discovery of magical abilities marks the beginning of a dangerous awakening that threatens the established order of immortal power.

Exiled to an isolated isle, she must forge her own destiny among mythological legends and mortal heroes. Her solitary existence becomes a crucible for transformation as she navigates encounters with creatures of legend and faces the consequences of wielding forbidden arts.

The novel examines themes of belonging and identity through Circe's struggle between two worlds—the realm of her divine heritage and the mortal sphere that increasingly captures her loyalty. As external threats mount and ancient grudges surface, she confronts an impossible choice that will determine not only her fate but the survival of those she cherishes. Miller crafts a narrative that questions the nature of power, the price of independence, and the courage required to forge one's own path when caught between competing loyalties.","Miller transforms the witch Circe from Homer's footnote into a fully realized heroine. An exile's journey of self-discovery unfolds through encounters with gods, monsters, and mortals in this luminous reimagining of Greek mythology.",400,,Fiction / Historical / Ancient,"Little, Brown and Company",10/04/2018,Madeline Miller,"Madeline Miller has achieved remarkable success with her mythological retellings, including the chart-topping The Song of Achilles, which earned the Orange Women's Prize for Fiction 2012, and Circe, which received a Women's Prize for Fiction 2019 shortlisting. Her novels have reached global audiences through translations into more than thirty-two languages. Miller brings scholarly expertise to her fiction, having earned an MA in Classics from Brown University and spent over a decade teaching Latin, Greek, and Shakespeare.","""A retelling of ancient Greek lore gives exhilarating voice to a witch... [Circe is] a sly, petulant, and finally commanding voice that narrates the entirety of Miller's dazzling second novel....Readers will relish following the puzzle of this unpromising daughter of the sun god Helios and his wife, Perse, who had negligible use for their child....Expect Miller's readership to mushroom like one of Circe's spells. Miller makes Homer pertinent to women facing 21st-century monsters.""

—Kirkus

""Circe,' [is] a bold and subversive retelling of the goddess's story that manages to be both epic and intimate in its scope, recasting the most infamous female figure from the Odyssey as a hero in her own right.""

—Alexandra Alter, The New York Times

""One of the most amazing qualities of this novel [is]: We know how everything here turns out - we've known it for thousands of years - and yet in Miller's lush reimagining, the story feels harrowing and unexpected. The feminist light she shines on these events never distorts their original shape; it only illuminates details we hadn't noticed before.""

—Ron Charles, The Washington Post",,7,197,https://amzn.to/494pmXl,https://amzn.to/4plfD3G,https://amzn.to/49IG3a3
9781400065677,The Bone Clocks,,"Fifteen-year-old Holly Sykes storms out after a family argument, but this isn't an ordinary teenage rebellion. Holly has always been different—she hears voices others can't, experiences visions that blur the line between reality and something far more mysterious. Her angry departure from home sets in motion events that will haunt her for decades.

Holly's psychic sensitivity draws her into an ancient conflict between opposing mystical factions, transforming what should have been a brief escape into something that permanently alters her family's fate. The reverberations of this encounter will follow Holly through every stage of her life, connecting her story to seemingly unrelated characters: an ambitious Cambridge student chasing success, a war correspondent finding purpose in dangerous places, and a novelist grappling with fading relevance.

Mitchell constructs an intricate narrative that spans continents and centuries, from alpine peaks to Australian wilderness, from bustling Shanghai to future New York. These disparate lives intersect in unexpected ways, revealing how the supernatural infiltrates the mundane world. The result is a genre-defying exploration of how a single weekend can echo across a lifetime, binding strangers together through forces beyond their understanding.",Holly Sykes's teenage rebellion becomes something far stranger when she attracts the attention of warring mystical forces. Mitchell weaves decades and genres together in this ambitious tale of ordinary lives touched by magic.,640,,Fiction / Literary,Random House,02/09/2014,David Mitchell,"David Mitchell has written seven novels including Ghostwritten, number9dream, Cloud Atlas, Black Swan Green, The Thousand Autumns of Jacob de Zoet, The Bone Clocks, and Slade House. He received the Sunday Times Award for Literary Excellence in 2018 and has been shortlisted for the Booker Prize twice.","""One of the most entertaining and thrilling novels I've read in a long time.""

—Meg Wolitzer, NPR

""Dazzling . . . Mitchell's heavy arsenal of talents is showcased in these pages: his symphonic imagination; his ventriloquist's ability to channel the voices of myriad characters from different time zones and cultures; his intuitive understanding of children and knack for capturing their solemnity and humor; and his ear for language—its rhythms, sounds and inflections.""

—Michiko Kakutani, The New York Times

""Relentlessly brilliant . . . [The Bone Clocks contains] depth and darkness, bravely concealed with all the wit and sleight of hand and ventriloquistic verbiage and tale-telling bravura of which Mitchell is a master.""

—Ursula K. Le Guin, The Guardian",,9,198,https://amzn.to/4qEI8up,https://amzn.to/4aGQjl5,https://amzn.to/4qtcRdG
9780593320624,The Marriage Portrait,,"In Renaissance Florence, sixteen-year-old Lucrezia de' Medici lives contentedly in the shadows of her family's grand palazzo, pursuing her artistic interests while observing the intricate politics around her. Her quiet existence shatters when tragedy strikes: her elder sister's sudden death forces Lucrezia into an arranged marriage with Alfonso, the Duke of Ferrara.

Transported to an alien court where every gesture carries weight and enemies lurk behind courtly smiles, Lucrezia must navigate a world that views her primarily as a vessel for producing heirs. Her enigmatic husband presents a puzzle—by turns charming and calculating, artistic and autocratic. As she poses for a portrait meant to immortalize her position, Lucrezia grapples with the suffocating expectations of her role.

The pressure to secure the dynasty's future through childbearing becomes her defining challenge, while the young duchess searches for ways to claim agency in a life that seems entirely prescribed by others. O'Farrell illuminates the precarious existence of Renaissance women, even those born to privilege, creating a vivid meditation on identity, power, and the cost of survival in a world where women's value is measured by their fertility.","When her sister dies suddenly, sixteen-year-old Lucrezia de' Medici must take her place as a political bride in the treacherous court of Ferrara. O'Farrell transforms history into luminous fiction.",352,,Fiction / Literary,Knopf,06/09/2022,Maggie O'Farrell,"Born in Northern Ireland in 1972, Maggie O'Farrell has established herself as one of contemporary literature's most compelling voices. Her body of work includes the National Book Critics Circle Award-winning Hamnet, along with After You'd Gone, The Vanishing Act of Esme Lennox, Instructions for a Heatwave, and The Hand That First Held Mine, which earned the Costa Novel Award. O'Farrell also penned the memoir I Am, I Am, I Am: Seventeen Brushes with Death. She currently resides in Edinburgh.","""Finely detailed. . . . This beguiling tale of power, politics and one woman's fight for agency is yet another masterpiece by the author of Hamnet.""

—The Globe and Mail

""I could not stop reading this incredible true story.""

—Reese Witherspoon

""Lush, provocative . . . A captivating portrait of a woman attempting to free herself from a golden cage. Fans of the accomplished Hamnet won't be disappointed by this formidable outing.""

—Publishers Weekly",,15,199,https://amzn.to/4q7fX7v,https://amzn.to/3YnN6Q0,https://amzn.to/3YSPRZN
9781982113162,The Need,,"Sleep-deprived and isolated, Molly dismisses the sounds echoing through her house as products of maternal anxiety. Every parent knows this territory—the hypervigilance, the catastrophic thinking, the way exhaustion plays tricks on the mind. But dismissal becomes impossible once she realizes someone has invaded her home, someone who possesses intimate knowledge of her family's private world.

Faced with this violation, Molly discovers that protecting her children demands confronting uncomfortable truths about herself and her limitations as both guardian and human being. The crisis pushes her consciousness into uncharted psychological terrain, where the contradictions of raising children—joy shadowed by terror, tenderness coupled with rage, mundane routines punctuated by profound revelation—merge into something approaching the surreal. Phillips crafts a narrative that uses the primal fears of parenthood as a gateway to larger questions about reality, identity, and the strange intensity of caring for small humans in an uncertain world.",Domestic anxiety spirals into existential terror when a mother confronts an intruder who knows too much about her family. Phillips transforms the fierce delirium of parenthood into speculative horror.,272,,Fiction / Literary,S&S/ Marysue Rucci Books,09/07/2019,Helen Phillips,"Helen Phillips has written six books, with her latest novel being Hum. The Need earned her a National Book Award nomination and recognition as a New York Times Notable Book. Phillips received both a Guggenheim Fellowship and a Rona Jaffe Foundation Writers' Award for her literary work. Her collection Some Possible Solutions won the John Gardner Fiction Book Award, while The Beautiful Bureaucrat reached the finalist round for both the New York Public Library's Young Lions Fiction Award and the Los Angeles Times Book Prize. She currently teaches at Brooklyn College and makes her home in Brooklyn alongside artist/cartoonist Adam Douglas Thompson and their children.","""Helen Phillips has created an existential page-turner that captures, with perfect sharpness, the fierce delirium of motherhood, the longing to understand the workings of our universe, and the wondrous and terrifying mystery that is time. The Need is a brain-bending heartbreaker of a novel, and definitive proof that Helen Phillips is one of the most spellbindingly original writers working today.""

—Laura Van Den Berg, Author of State of Paradise & The Third Hotel

""I'm a big fan of Helen Phillips, and she has a dark, maternal horror story called The Need that I know is going to be brilliant.""

—Karen Russell, Esquire

""The Need is a profound meditation on the nature of reality, a fearless examination of parenthood, and also somehow a thriller. This is an extraordinary and dazzlingly original work from one of our most gifted and interesting writers.""

—Emily St. John Mandel, Author of Station Eleven",,10,200,https://amzn.to/4bab4Ww,https://amzn.to/3N9zu8y,https://amzn.to/4qCt8x9
9780316204279,"Where'd You Go, Bernadette?",,"An eccentric architect's life spirals into chaos as her social anxieties transform into complete withdrawal from the world. Once celebrated for her innovative designs, she now relies on a remote assistant to handle even the simplest tasks while her family navigates the fallout of her increasingly erratic behavior.

Everything reaches a breaking point during preparations for an ambitious family vacation. Her brilliant teenage daughter finds herself caught between loyalty to her unconventional mother and the growing concern of those around them. Through a clever mosaic of digital communications, official records, and private exchanges, the story unfolds as a detective tale of sorts—one where love, creativity, and mental health collide in unexpected ways.

This inventive narrative examines how genius can become its own prison, and how the people we think we know best can surprise us. It's a story about the complexity of family relationships, the price of artistic vision, and the lengths we'll go to understand the ones we love, even when they seem determined to disappear entirely.","When an agoraphobic architect mysteriously disappears, her teenage daughter pieces together the truth through emails and documents. Hilarious and heartfelt, with characters so vivid they leap off the page.",336,,Fiction / Family Life,"Little, Brown and Company",14/08/2012,Maria Semple,"Maria Semple has written three novels: Today Will Be Different, Where'd You Go, Bernadette, and This One Is Mine, with her books reaching readers in forty different languages worldwide. She transitioned to fiction writing after working in television, and currently makes her home in New York.","""The characters in Where'd You Go, Bernadette may be in real emotional pain, but Semple has the wit and perspective and imagination to make their story hilarious. I tore through this book with heedless pleasure.""

—Jonathan Franzen, author of Crossroads & Freedom

""Where'd You Go, Bernadette is fresh and funny and accomplished, but the best thing about it was that I never had any idea what was going to happen next. It was a wild ride...""

—Kate Atkinson, author of Life After Life, Shrines of Gaiety, Case Histories & Started Early, Took My Dog

""One of the big burst-of-oxygen books this year.... clever and inventive but also genuine and heartfelt.""

—Gillian Flynn, The New York Times",,12,201,https://amzn.to/45w7y51,https://amzn.to/49DjBjx,https://amzn.to/3KZ49Fb
9781250252708,Razorblade Tears,,"Two fathers receive the worst news imaginable: their sons have been killed together in a brutal crime. Ike Randolph, a Black man who's spent fifteen years building a clean life after prison, struggles with the complicated grief of losing a son he never fully accepted. Buddy Lee Jenkins, a white ex-convict, faces his own reckoning with years of estrangement and shame.

Their sons' marriage had been a bridge neither father could cross—Ike couldn't bring himself to attend the wedding, while Buddy Lee had cut contact entirely. Now, united by loss and fury, these unlikely allies must navigate their own deep-seated prejudices while pursuing those responsible for the murders.

As they dig deeper into the investigation the police seem reluctant to pursue, both men confront uncomfortable truths about themselves and the sons they failed to understand. Their hunt for justice becomes a reckoning with their own limitations as fathers, forcing them to examine whether love can transcend the barriers they've built around their hearts.","Two ex-con fathers—one Black, one white—unite to hunt down their murdered gay sons' killers. A searing exploration of grief, prejudice, and redemption wrapped in a relentless thriller.",336,,Fiction / Thrillers / Crime,Flatiron Books,06/07/2021,S. A. Cosby,"S. A. Cosby writes crime fiction from Southeastern Virginia, where he won the Anthony Award for his work. His novels include the New York Times bestsellers All the Sinners Bleed and Razorblade Tears, along with Blacktop Wasteland, which earned the Los Angeles Times Book Prize and recognition from NPR, The Guardian, and Library Journal as a best book of the year. Outside of writing, Cosby enjoys hiking and playing chess.","""High-octane neo-noir thriller…The gritty, brutal narrative is complemented by the author's sublime use of sensory description and regional imagery. In addition, the epic, jaw-dropping chase sequences that figure prominently are reason alone to read this pedal-to-the-metal but profoundly sorrowful novel. Cosby is definitely a writer to watch.""

—Publishers Weekly

""Sensationally good—new, fresh, real, authentic, twisty, with characters and dilemmas that will break your heart. More than recommended.""

—Lee Child

""Blacktop Wasteland is an urgent, timely, pitch-perfect jolt of American noir. S. A. Cosby is a welcome, refreshing new voice in crime literature.""

—Dennis Lehane, bestselling author of Since We Fell and Mystic River",,19,202,https://amzn.to/4aCCWCu,https://amzn.to/3KW8gBS,https://amzn.to/4qwRloh
9781250832061,King of Ashes,,"The Carruthers family business deals in death, but they never expected it to come knocking at their own door. Roman returns to Jefferson Run, Virginia, to find his father clinging to life after what appears to be a targeted attack, his brother drowning in gambling debts to the wrong people, and his sister struggling to keep their crematorium afloat.

Roman's expertise lies in making money for wealthy clients, not navigating the brutal world of organized crime. Yet as threats escalate and his family's safety hangs in the balance, he discovers that his financial acumen might be exactly what these dangerous men need. The price of his brother's freedom becomes Roman's servitude—but he underestimates just how far he's willing to go.

Meanwhile, the mystery of their mother's long-ago disappearance resurfaces, adding another layer of secrets to an already volatile situation. In a town where the Carruthers family has witnessed countless final moments, Roman must confront whether he's prepared to cross lines he never imagined crossing. The crematorium that has been their livelihood may become the key to their survival—or their destruction.",Three siblings inherit violence along with their family crematorium when a father's accident proves no accident at all. Cosby delivers a brutal family saga where loyalty demands the ultimate price.,352,,Fiction / Thrillers / Crime,Flatiron Books: Pine & Cedar,10/06/2025,S. A. Cosby,"S. A. Cosby writes crime fiction from Southeastern Virginia, where he has earned recognition as an Anthony Award winner. His novels include the New York Times bestsellers All the Sinners Bleed and Razorblade Tears, along with Blacktop Wasteland, which received the Los Angeles Times Book Prize and appeared on best-of-the-year lists from NPR, The Guardian, and Library Journal. Outside of writing, Cosby enjoys hiking and playing chess.","""Dark, riveting, and accomplished. . . Cosby has built an impressive reputation for creating brutal, fast-paced novels in which bad things happen to just about everybody.""

—Washington Post

""Restraint is not a hallmark of S.A. Cosby's crime fiction. His writing is rough, raw and violent. . . Cosby invests the classic noir plot of the ordinary man pulled into a nightmare with emotional depth. . . I warn you, that crematory gets put to use — a lot — but King of Ashes is so ingenious neither grit nor gore could make me stop reading it.""

—NPR

""Cosby keeps things tense, making great use of the crematorium and freshening the genre with lofty philosophizing. . . Rarely has a crime fiction family been given a more bitter spin than this one. Another strong outing by a modern noir master.""

—Kirkus",,20,203,https://amzn.to/45waGxN,https://amzn.to/45qh6i0,https://amzn.to/3MWsKep
9781250827951,Wild Dark Shore,,"Climate change has pushed the Salt family to the edge of the world—literally. Father Dominic and his three children find themselves among the last people on Shearwater, an isolated Antarctic outpost that protects humanity's most crucial backup plan: a vast collection of seeds from across the globe.

Each family member carries their own wounds. Teenage Raff channels his pain into violent exercise, while his sister Fen seeks solace sleeping beside wild seals on the shoreline. Nine-year-old Orly clings desperately to the only home he's known, terrified of leaving behind the creatures and landscapes he loves. Their father Dominic struggles under the weight of whatever tragedy originally drove them to this desolate sanctuary.

Their fragile routine shatters when a fierce Antarctic storm delivers an unexpected visitor: Rowan, a woman with her own hidden agenda. As she recovers in their care, the Salts begin to rediscover what it means to trust and care for someone new. But Rowan's arrival coincides with disturbing discoveries—damaged equipment, fresh graves, and growing evidence that not everything about their situation is what it seems.

With evacuation looming and storms closing in, this makeshift family must navigate questions of loyalty, survival, and whether redemption is possible even at the ends of the earth.","The last family on a remote Antarctic island nursing the world's seed bank back to health encounters a mysterious woman washed ashore during a devastating storm. Secrets, survival, and second chances collide.",320,,Fiction / Nature & the Environment,Flatiron Books,04/03/2025,Charlotte McConaghy,"Charlotte McConaghy has written three acclaimed novels—Migrations, Once There Were Wolves, and Wild Dark Shore—with her work reaching international audiences through translations into over thirty languages. Her debut became a New York Times bestseller, establishing her as a distinctive voice in contemporary fiction. McConaghy lives and writes in Sydney, Australia.","""A breathtaking novel of romance, mystery, and twists that will shock you...I love this book so much.""

—Reese Witherspoon

""Spellbinding…Captivating…McConaghy keeps the novel moving at a blustery pace, thanks to her deft plotting and shared point of view…To read this exceptionally imagined, thoroughly humane novel feels like following the last people on Earth as they prepare to leave some part of their souls to the most beautiful place they'll ever know.""

—Washington Post

""Urgent…McConaghy ratchets up the tension as the characters' paranoia and mutual suspicion increases and their motives are revealed…McConaghy blends entertainment with a sobering message about conservation and the impacts of geographic isolation.""

—Publishers Weekly",,21,204,https://amzn.to/4sj0Zwt,https://amzn.to/4jgNjhH,https://amzn.to/4jirZZ9
9780593492543,Our Missing Hearts,,"Bird Gardner's world shifted forever three years ago when his mother Margaret disappeared, leaving behind only banned poetry and unanswered questions. Now twelve, Bird navigates life with his father—a man who once studied language but now quietly arranges books on library shelves, keeping his head down in a society that has grown suspicious of dissent.

A strange letter arrives containing nothing but an enigmatic sketch, setting Bird on an unexpected path toward answers. His search weaves through childhood memories of his mother's stories, connects him with a clandestine community of librarians protecting forbidden knowledge, and ultimately leads him to New York City where long-buried truths await.

This novel examines how fear can transform ordinary communities into places where injustice flourishes unchallenged. Through Bird's journey, it questions what we teach the next generation about courage, identity, and belonging, while celebrating art's enduring ability to inspire resistance and hope even in the darkest times.","When twelve-year-old Bird receives a cryptic drawing, he embarks on a quest to find his missing mother—a poet whose banned books made her an enemy of the state. A haunting tale of family, resistance, and art's power to survive oppression.",352,,Fiction / Literary,Penguin Press,04/10/2022,Celeste Ng,"Celeste Ng has written three novels that became New York Times bestsellers: Everything I Never Told You, Little Fires Everywhere, and Our Missing Hearts. Her writing has earned recognition from the National Endowment for the Arts and the Guggenheim Foundation through prestigious fellowships. Readers worldwide have embraced her work, with translations available in more than thirty languages.","""Thought-provoking, heart-wrenching . . . It follows the story of a young boy named Bird on the search for his mother Margaret, a poet whose work was deemed unpatriotic. I was so invested in the future of this mother and son, and I can't wait to hear what you think of this deeply suspenseful story!""

—Reese Witherspoon

""Sensitive, nuanced, and vividly drawn . . . Thoroughly engrossing and deeply moving . . . Taut and terrifying, Ng's cautionary tale transports us into an American tomorrow that is all too easy to imagine.""

—Kirkus

""Remarkable . . . Ng crafts an affecting family drama out of the chilling and charged atmosphere, and shines especially when offering testimony to the power of art and storytelling . . . Ng's latest crackles and sizzles all the way to the end.""

—Publishers Weekly",,16,205,https://amzn.to/4qq7uvO,https://amzn.to/4aDU5fc,https://amzn.to/4qzOkUs
9780735222359,The Lincoln Highway,,"Emmett Watson emerges from juvenile detention with a simple goal: retrieve his younger brother Billy and escape to California. Their Nebraska home is gone, their father dead, and a new life beckons on the West Coast. But two fellow inmates have different ideas, hijacking Emmett's carefully laid plans and steering the brothers toward New York instead.

What unfolds over ten tumultuous days challenges everything these young men thought they knew about destiny and choice. Each carries his own vision of the future, his own understanding of the past, and his own reasons for the decisions that follow. The road ahead becomes a proving ground where friendship and betrayal walk hand in hand, where the weight of consequences threatens to crush teenage dreams.

This is America in the 1950s, captured through the eyes of four boys whose lives intersect in ways none of them anticipated. Their stories reveal how the paths we choose—and those chosen for us—shape who we become. Sometimes the most important journeys are the ones that force us to confront not where we're going, but who we really are.",Four young men embark on an unexpected cross-country journey in 1950s America. What begins as one boy's plan for a fresh start becomes something far more complex and fateful.,592,,Fiction / Historical,Viking,05/10/2021,Amor Towles,"Amor Towles has written three New York Times bestsellers: Rules of Civility, A Gentleman in Moscow, and The Lincoln Highway. His books have reached millions of readers worldwide and been translated into more than thirty-five languages. He makes his home in Manhattan with his wife and two children.","""[A] mischievous, wise and wildly entertaining novel . . . Towles goes all in on the kind of episodic, exuberant narrative haywire found in myth or Homeric epic . . . Each [character], Towles implies, is the central protagonist of an ongoing adventure that is both unique and universal . . . remarkably buoyant . . . permeated with light, wit, youth . . . Towles has snipped off a minuscule strand of existence—10 wayward days—and when we look through his lens we see that this brief interstice teems with stories, grand as legends.""

—Chris Bachelder, The New York Times

""Not only is it one of the most beautifully written books I have ever picked up, it's a story about hope, friendship and companionship in a time when we need it so much . . . Towles brilliantly captures the inner reality of each [character] with profound and poetic prose. All eight of them are incredible forces in literature . . . Amor Towles is one of those authors that I think will become a Steinbeck of our generation and [...] I think The Lincoln Highway will be a classic that we will read for years to come.""

—Jenna Bush Hager, Read With Jenna book club

""Welcome to the enormous pleasure that is The Lincoln Highway, a big book of camaraderie and adventure in which the miles fly by and the pages turn fast.  Set over the course of ten riveting days, the story of these four boys unfolds, refolds, tears, and is taped back together.  When you aren't actually reading the book, you'll be worrying about the characters, so you might as well stay in your chair and keep reading.""

—Ann Patchett, author of The Tom Lake, The Dutch House, Commonwealth & State of Wonder",,20,206,https://amzn.to/3Lkt4mA,https://amzn.to/45onoyz,https://amzn.to/3YP62Y0
9780593802724,Dream Count,,"Four women's lives intersect across borders and decades in this intimate examination of modern womanhood. A travel writer reflects on romantic missteps during isolation. Her accomplished friend confronts devastating betrayal that shatters her carefully constructed success. A cousin commanding Nigeria's financial world discovers unsettling truths about her own identity. A dedicated mother working in domestic service watches her American dream crumble under impossible circumstances.

Adichie crafts a mosaic of female experience that spans continents and social classes, revealing how women navigate the treacherous terrain between ambition and vulnerability. Each character grapples with the weight of expectations—cultural, personal, and professional—while searching for authentic connection in a world that often demands they choose between different versions of themselves. The novel interrogates what it means to love and be loved when geography, class, and circumstance create both bridges and barriers between people who need each other most.","Four women navigate love, betrayal, and self-discovery across continents. Adichie's latest is an intimate masterpiece about the choices that define us and the connections that sustain us.",416,,Fiction / Literary,Knopf,04/03/2025,Chimamanda Ngozi Adichie,"Born and raised in Nigeria, Chimamanda Ngozi Adichie has become one of contemporary literature's most vital voices, with her books translated into over fifty-five languages. Her novels include Purple Hibiscus, winner of the Commonwealth Writers' Prize, and Half of a Yellow Sun, which received the Women's Prize for Fiction ""Best of the Best"" award. She also wrote Americanah, winner of the National Book Critics Circle Award, along with The Thing Around Your Neck, We Should All Be Feminists, Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions, Notes on Grief, and Mama's Sleeping Scarf. A MacArthur Fellowship recipient, she splits her time between Nigeria and the United States.","""Adichie weaves stories of heartbreak and travail that are timely, touching, and trenchant.""

—Kirkus Reviews

""Adichie riffs brilliantly on what feminism means to her characters and renders each woman's story in a distinctive voice . . . . This is well worth the wait.""

—Publishers Weekly

""Every aspect of this transfixing, intimate, and astute group portrait is ablaze with scorching insights into the maddening absurdities and injustices that continue to plague women's lives . . . . Adichie's magnificently vital, sharply forthright novel will be one of the year's most sought after and resounding titles.""

—Booklist",,24,207,https://amzn.to/4aCUkag,https://amzn.to/3LehM35,https://amzn.to/44Jnh0w
9781982163167,Yonder,,"At Placid Hall plantation, bonds of friendship and love become acts of resistance against a system designed to destroy them. Cato carries the pain of losing Iris to sale, while William discovers unexpected tenderness with Margaret, whose strength matches his own quiet determination. Together with Little Zander, the artistic Milton, and beautiful Pandora, they create a family from shared suffering and hope.

Their fragile world shifts when a preacher arrives with dangerous talk of choice—the radical notion that they might decide their own fates. His words plant seeds of possibility that threaten to uproot everything they've built together. As dreams of freedom clash with the safety of familiar bonds, each member of their chosen family must weigh the cost of liberation against the relationships that have sustained them.

Jabari Asim crafts an intimate portrait of humanity flourishing in the face of dehumanization, examining how love persists even when the world denies its existence. This is a story that asks whether the promise of freedom is worth risking the connections that make survival possible.","Enslaved at Placid Hall plantation, Cato and William navigate love, friendship, and survival under their captor's brutal whims. When a mysterious minister speaks of freedom, their tight-knit community faces an impossible choice.",272,,Fiction / Historical,Simon & Schuster,11/01/2022,Jabari Asim,"Jabari Asim serves as the Elma Lewis Distinguished Fellow in Social Justice and leads the MFA creative writing program at Emerson College. He has written nonfiction works including The N Word, What Obama Means, and We Can't Breathe, along with the children's book Preaching to the Chickens: The Story of Young John Lewis. His fiction includes A Taste of Honey and Only the Strong.","""Asim delivers a fresh, sweeping, must-read tale.""

—The New York Times

""I'm a sucker for stories that place love between Black people at the center of settings where, traditionally, Black love was thought impossible or unimaginable. I'm particularly drawn to books that re-examine that dreadful period in American history that we think we already know everything about — antebellum slavery — to reveal the layers, testimonies, and nuances that had previously been ignored. And to have this all drawn magnificently by the brilliant Jabari Asim makes this an absolute must-read for me.""

—Robert Jones Jr., Entertainment Weekly

""[M]ajestic…Asim demonstrates all a novel can be: soaring and grounded, personal and epic, thrilling and quiet. A wonder-filled novel about the power of words and stories to bring hope to the most difficult situations.""

—Kirkus",,17,208,https://amzn.to/4jlUFjG,https://amzn.to/4pg8JN1,https://amzn.to/4qFdXmV
9780805092868,Sunset Park,,"Miles Heller spends his days documenting the remnants of foreclosed homes across Florida, capturing through his camera lens the scattered possessions of families torn from their lives by financial ruin. This solitary existence shifts dramatically when he discovers an abandoned building in Brooklyn where a small band of artists and dreamers have carved out an existence on society's margins.

The novel branches outward to illuminate other lives touched by America's economic turmoil: a theater veteran grappling with her comeback, a book publisher watching his world crumble, and the enigmatic Hospital for Broken Things where damaged objects receive careful restoration. These parallel narratives converge to examine how individuals forge meaning from chaos and build community from fragments.

Auster crafts a meditation on resilience that finds profound humanity in ordinary struggles. The characters navigate loss and uncertainty while discovering unexpected sources of grace, whether in makeshift friendships, artistic expression, or simple acts of witness. Their intersecting paths reveal how people adapt and endure, creating new forms of family and purpose when traditional structures fail.",Miles Heller photographs abandoned belongings of evicted families until he finds refuge with young squatters in Brooklyn. Auster weaves together displaced lives during the 2008 collapse into a haunting meditation on survival and connection.,320,,Fiction / Literary,Henry Holt and Co.,09/11/2010,Paul Auster,"Paul Auster wrote numerous acclaimed works including 4 3 2 1, Sunset Park, The Book of Illusions, Moon Palace, and The New York Trilogy. His honors included the Prince of Asturias Prize for Literature, Prix Médicis étranger for Leviathan, Independent Spirit Award for the screenplay of Smoke, Los Angeles Times Book Prize for Burning Boy, and Carlos Fuentes Prize for his body of work. His novel 4 3 2 1 received a Man Booker Prize shortlist. Auster held membership in the American Academy of Arts and Letters and earned recognition as Commandeur de l'Ordre des Arts et des Lettres.","""With a plot that encompasses war in the Middle East, economic recession and the perils of the publishing industry, a contemporary vitality distinguishes the latest from the veteran author…. Sure to please Auster fans and likely to attract new readers as well.""

—Kirkus

""Passionately literary… every element is saturated with implication as each wounded, questing character's story illuminates our tragic flaws and profound need for connection, coherence, and beauty. In a time of daunting crises and change, Auster reminds us of lasting things, of love, art, and 'the miraculous strangeness of being alive.'""

—Donna Seaman, Booklist

""Auster deftly balances minute details that evoke New York City, post-financial meltdown, with marvelously drawn characters bruised but unbowed by life's vicissitudes. He has an impressive array of literary nominations to his credit, but this should be the novel that brings him a broader readership.""

—Sally Bissell, Library Journal",,13,209,https://amzn.to/4spB0Uk,https://amzn.to/49ERP6g,https://amzn.to/3YROmeq
